./reviews/fi/stud/conllu/review_beauty_12_4.fi.conllu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	
./reviews/fi/stud/conllu/review_beauty_14_5.fi.conllu	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	
./reviews/fi/stud/conllu/review_beauty_17_5.fi.conllu	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
./reviews/fi/stud/conllu/review_beauty_18_5.fi.conllu	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
./reviews/fi/stud/conllu/review_beauty_21_5.fi.conllu	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	
./reviews/fi/stud/conllu/review_beauty_25_5.fi.conllu	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	
./reviews/fi/stud/conllu/review_beauty_53_1.fi.conllu	0	0	2	0	1	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	
./reviews/fi/stud/conllu/review_beauty_58_1.fi.conllu	3	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
./reviews/fi/stud/conllu/review_beauty_62_1.fi.conllu	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
./reviews/fi/stud/conllu/review_beauty_6_5.fi.conllu	6	0	0	0	0	0	2	0	0	0	0	0	1	0	3	0	0	1	0	1	0	1	0	0	0	
./reviews/fi/stud/conllu/review_beauty_82_1.fi.conllu	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	
./reviews/fi/stud/conllu/review_beauty_87_1.fi.conllu	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	
./reviews/fi/stud/conllu/review_beauty_88_1.fi.conllu	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	
./reviews/fi/stud/conllu/review_beauty_93_1.fi.conllu	2	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	
./reviews/fi/stud/conllu/review_books_11_5.fi.conllu	2	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	
./reviews/fi/stud/conllu/review_books_14_4.fi.conllu	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	
./reviews/fi/stud/conllu/review_books_16_1.fi.conllu	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
./reviews/fi/stud/conllu/review_books_172_1.fi.conllu	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	
./reviews/fi/stud/conllu/review_books_18_4.fi.conllu	0	0	2	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	
./reviews/fi/stud/conllu/review_books_19_4.fi.conllu	1	1	0	0	3	0	3	0	1	1	2	0	0	0	0	0	1	1	0	0	0	0	1	0	1	
./reviews/fi/stud/conllu/review_books_1_4.fi.conllu	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	
./reviews/fi/stud/conllu/review_books_233_1.fi.conllu	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	
./reviews/fi/stud/conllu/review_books_268_2.fi.conllu	0	0	1	0	1	0	1	0	2	0	0	0	1	1	0	0	0	0	0	1	0	1	2	0	1	
./reviews/fi/stud/conllu/review_books_302_2.fi.conllu	3	0	2	0	1	0	1	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	1	0	
./reviews/fi/stud/conllu/review_books_311_1.fi.conllu	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	
./reviews/fi/stud/conllu/review_books_5_5.fi.conllu	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	
./reviews/fi/stud/conllu/review_books_77_2.fi.conllu	3	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	
./reviews/fi/stud/conllu/review_books_8_4.fi.conllu	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	
./reviews/fi/stud/conllu/review_cd+vinyl_107_2.fi.conllu	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	
./reviews/fi/stud/conllu/review_cd+vinyl_110_1.fi.conllu	2	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	2	
./reviews/fi/stud/conllu/review_cd+vinyl_113_2.fi.conllu	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
./reviews/fi/stud/conllu/review_cd+vinyl_12_5.fi.conllu	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	
./reviews/fi/stud/conllu/review_cd+vinyl_152_2.fi.conllu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	
./reviews/fi/stud/conllu/review_cd+vinyl_156_2.fi.conllu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
./reviews/fi/stud/conllu/review_cd+vinyl_159_2.fi.conllu	2	0	1	0	1	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
./reviews/fi/stud/conllu/review_cd+vinyl_164_1.fi.conllu	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
./reviews/fi/stud/conllu/review_cd+vinyl_16_5.fi.conllu	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	
./reviews/fi/stud/conllu/review_cd+vinyl_17_5.fi.conllu	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	
./reviews/fi/stud/conllu/review_cd+vinyl_23_5.fi.conllu	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	
./reviews/fi/stud/conllu/review_cd+vinyl_25_5.fi.conllu	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	
./reviews/fi/stud/conllu/review_cd+vinyl_7_5.fi.conllu	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	2	0	0	0	
./reviews/fi/stud/conllu/review_cd+vinyl_8_5.fi.conllu	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	
./reviews/fi/stud/conllu/review_cell-phones+accessories_102_1.fi.conllu	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	
