lang	prod	text	ADJ==NOUN==PUNCT	NOUN==ADP==NOUN	VERB==NOUN==PUNCT	ADP==ADJ==NOUN	NOUN==NOUN==PUNCT	ADP==NOUN==PUNCT	VERB==ADJ==NOUN	DET==NOUN==PUNCT	NOUN==PUNCT==CCONJ	ADJ==NOUN==ADP	NOUN==PUNCT==PRON	ADP==DET==NOUN	ADV==ADJ==PUNCT	PRON==VERB==PUNCT	ADJ==ADJ==NOUN	VERB==DET==NOUN	NOUN==CCONJ==NOUN	NUM==NOUN==PUNCT	VERB==ADP==NOUN	AUX==ADJ==PUNCT	NOUN==ADJ==NOUN	AUX==ADV==ADJ	PUNCT==SCONJ==PRON	ADV==VERB==PUNCT	ADJ==NOUN==NOUN	lexvar	lemvar	posvar	richposvar	sentlgth
hr	stud	review_cell-phones+accessories_4_4.hr.conllu	0	1	0	0	0	3	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.873	0.73	0.222	0.469	63
hr	stud	review_cell-phones+accessories_57_5.hr.conllu	2	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0.818	0.758	0.167	0.353	66
hr	stud	review_cell-phones+accessories_64_2.hr.conllu	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	2	0.825	0.667	0.211	0.515	57
hr	stud	review_grocery+gourmet-food_11_5.hr.conllu	2	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0.786	0.714	0.186	0.44	70
hr	stud	review_grocery+gourmet-food_13_5.hr.conllu	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.828	0.766	0.234	0.398	64
hr	stud	review_grocery+gourmet-food_147_2.hr.conllu	3	1	0	0	1	1	0	0	2	1	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0.811	0.736	0.132	0.383	106
hr	stud	review_grocery+gourmet-food_167_2.hr.conllu	2	2	0	1	1	2	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0.794	0.683	0.194	0.56	62
hr	stud	review_grocery+gourmet-food_16_4.hr.conllu	3	0	0	4	1	0	0	1	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0.769	0.692	0.187	0.426	75
hr	stud	review_grocery+gourmet-food_175_2.hr.conllu	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0.786	0.661	0.214	0.458	56
hr	stud	review_grocery+gourmet-food_18_5.hr.conllu	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0.729	0.643	0.186	0.506	70
hr	stud	review_grocery+gourmet-food_20_4.hr.conllu	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0.883	0.817	0.217	0.493	60
hr	stud	review_grocery+gourmet-food_340_1.hr.conllu	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.787	0.689	0.23	0.43	61
hr	stud	review_grocery+gourmet-food_355_1.hr.conllu	1	1	0	2	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.833	0.729	0.25	0.589	48
hr	stud	review_grocery+gourmet-food_356_1.hr.conllu	1	2	0	3	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.792	0.688	0.25	0.579	48
hr	stud	review_grocery+gourmet-food_399_2.hr.conllu	3	1	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0.67	0.585	0.156	0.342	90
hr	stud	review_grocery+gourmet-food_8_5.hr.conllu	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0.818	0.739	0.161	0.51	87
hr	stud	review_grocery+gourmet-food_9_5.hr.conllu	2	2	0	0	1	1	1	0	1	1	0	1	0	2	0	0	1	0	0	0	1	0	0	0	1	0.726	0.583	0.143	0.408	84
hr	stud	review_health+care_110_1.hr.conllu	4	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0.823	0.747	0.177	0.463	79
hr	stud	review_health+care_119_2.hr.conllu	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	3	0	1	0	1	0	0.783	0.717	0.217	0.395	60
hr	stud	review_health+care_127_1.hr.conllu	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0.766	0.703	0.188	0.486	64
hr	stud	review_health+care_13_5.hr.conllu	2	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0.744	0.654	0.154	0.436	78
hr	stud	review_health+care_14_5.hr.conllu	4	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.768	0.681	0.174	0.494	70
hr	stud	review_health+care_16_4.hr.conllu	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0.712	0.658	0.178	0.393	73
hr	stud	review_health+care_185_2.hr.conllu	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0.82	0.77	0.213	0.5	61
hr	stud	review_health+care_199_2.hr.conllu	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0.768	0.652	0.188	0.5	69
hr	stud	review_health+care_19_5.hr.conllu	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	2	2	0	0	0	0	0	0.769	0.662	0.175	0.423	63
hr	stud	review_health+care_4_4.hr.conllu	1	1	1	2	1	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	2	0	2	0	0.864	0.79	0.175	0.522	80
hr	stud	review_health+care_53_1.hr.conllu	4	0	0	1	0	0	0	0	1	0	0	0	0	1	3	0	1	5	0	3	1	0	0	1	0	0.706	0.588	0.127	0.398	102
hr	stud	review_health+care_6_5.hr.conllu	0	3	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0.857	0.837	0.25	0.636	48
hr	stud	review_health+care_84_1.hr.conllu	2	1	0	0	0	0	1	0	1	1	0	1	1	0	2	0	0	0	1	0	1	0	0	1	1	0.835	0.765	0.165	0.46	85
hr	stud	review_health+care_8_5.hr.conllu	0	4	0	0	1	1	0	1	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0.883	0.8	0.2	0.563	60
hr	stud	review_home+kitchen_10_5.hr.conllu	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	2	0	0.757	0.7	0.2	0.506	70
hr	stud	review_home+kitchen_112_1.hr.conllu	3	4	0	2	0	0	2	0	0	3	0	1	0	1	0	0	2	0	0	0	1	0	0	1	0	0.768	0.705	0.137	0.414	95
hr	stud	review_home+kitchen_12_5.hr.conllu	1	1	0	1	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0.803	0.721	0.213	0.473	61
hr	stud	review_home+kitchen_145_1.hr.conllu	3	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0.8	0.6	0.183	0.434	60
hr	stud	review_home+kitchen_185_1.hr.conllu	1	1	2	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0.739	0.652	0.174	0.376	69
hr	stud	review_home+kitchen_19_5.hr.conllu	1	2	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0.804	0.714	0.196	0.507	56
hr	stud	review_home+kitchen_20_5.hr.conllu	1	2	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0.872	0.745	0.213	0.698	47
hr	stud	review_home+kitchen_214_2.hr.conllu	2	1	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0.812	0.703	0.133	0.397	98
hr	stud	review_home+kitchen_21_5.hr.conllu	2	4	0	0	0	2	1	0	2	0	0	0	0	0	1	0	3	0	1	1	0	0	0	1	0	0.787	0.667	0.16	0.451	76
hr	stud	review_home+kitchen_24_5.hr.conllu	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0.702	0.614	0.235	0.455	51
hr	stud	review_home+kitchen_29_2.hr.conllu	2	2	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0.824	0.662	0.176	0.429	74
hr	stud	review_home+kitchen_41_2.hr.conllu	2	1	1	1	0	1	0	1	1	0	0	2	0	2	0	0	1	0	2	0	1	0	0	0	0	0.706	0.549	0.118	0.373	102
hr	stud	review_home+kitchen_6_5.hr.conllu	3	0	0	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.883	0.683	0.217	0.573	60
hr	stud	review_home+kitchen_96_2.hr.conllu	0	3	0	1	1	4	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0.747	0.606	0.122	0.395	99
hr	stud	review_movies+TV_11_5.hr.conllu	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0.846	0.782	0.184	0.523	76
hr	stud	review_movies+TV_187_1.hr.conllu	4	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0.81	0.683	0.206	0.526	63
hr	stud	review_movies+TV_1_4.hr.conllu	1	0	0	0	1	2	1	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0.8	0.691	0.218	0.456	55
hr	stud	review_movies+TV_20_5.hr.conllu	1	0	0	2	0	0	0	1	0	2	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0.821	0.786	0.214	0.585	56
hr	stud	review_movies+TV_22_5.hr.conllu	3	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0.887	0.717	0.226	0.5	53
hr	stud	review_movies+TV_249_1.hr.conllu	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	1	0.82	0.787	0.217	0.452	61
hr	stud	review_movies+TV_24_5.hr.conllu	3	0	0	2	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0.756	0.663	0.175	0.469	80
hr	stud	review_movies+TV_252_1.hr.conllu	2	0	0	3	0	2	1	1	3	1	0	1	1	0	0	0	1	0	2	0	0	2	0	0	0	0.786	0.667	0.12	0.418	117
hr	stud	review_movies+TV_25_5.hr.conllu	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	2	0	0	0	0	0.855	0.825	0.217	0.535	60
hr	stud	review_movies+TV_26_5.hr.conllu	2	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0.733	0.633	0.183	0.403	60
hr	stud	review_movies+TV_274_2.hr.conllu	3	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	3	1	0	0	0	0	0.772	0.693	0.139	0.331	103
hr	stud	review_movies+TV_304_1.hr.conllu	1	1	0	0	0	1	0	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0.8	0.686	0.171	0.506	70
hr	stud	review_movies+TV_439_1.hr.conllu	1	2	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0.849	0.712	0.194	0.443	72
hr	stud	review_movies+TV_500_1.hr.conllu	1	1	0	5	0	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.764	0.685	0.146	0.407	89
hr	stud	review_musical-instruments_12_4.hr.conllu	0	1	0	0	0	4	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	3	0	0.714	0.679	0.214	0.361	56
hr	stud	review_musical-instruments_17_4.hr.conllu	0	2	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	0.753	0.685	0.164	0.435	73
hr	stud	review_musical-instruments_18_5.hr.conllu	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.806	0.776	0.197	0.512	66
hr	stud	review_musical-instruments_1_5.hr.conllu	1	2	0	1	0	2	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0.87	0.778	0.222	0.545	54
hr	stud	review_musical-instruments_24_5.hr.conllu	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	2	0	0.8	0.694	0.167	0.457	84
hr	stud	review_musical-instruments_25_5.hr.conllu	2	1	0	3	0	1	0	0	2	2	0	0	0	1	0	0	0	2	1	1	0	1	0	0	0	0.783	0.696	0.152	0.427	92
hr	stud	review_musical-instruments_287_2.hr.conllu	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0.828	0.759	0.207	0.472	58
hr	stud	review_musical-instruments_3_5.hr.conllu	1	2	0	2	0	1	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	1	0.889	0.819	0.153	0.531	72
hr	stud	review_musical-instruments_409_1.hr.conllu	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.723	0.585	0.128	0.43	94
hr	stud	review_musical-instruments_414_1.hr.conllu	1	2	0	0	0	1	1	2	0	1	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0.8	0.733	0.176	0.46	74
hr	stud	review_musical-instruments_483_2.hr.conllu	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.792	0.792	0.189	0.324	53
hr	stud	review_musical-instruments_51_2.hr.conllu	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	2	0	1	0	0.776	0.647	0.153	0.441	85
hr	stud	review_musical-instruments_53_1.hr.conllu	2	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0.845	0.672	0.224	0.473	58
hr	stud	review_musical-instruments_547_2.hr.conllu	2	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	1	0	0	1	0.787	0.725	0.163	0.398	80
hr	stud	review_patio+lawn+garden_10_4.hr.conllu	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0.776	0.707	0.228	0.451	57
hr	stud	review_patio+lawn+garden_11_4.hr.conllu	0	2	0	0	0	2	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0.806	0.776	0.209	0.512	67
hr	stud	review_patio+lawn+garden_147_2.hr.conllu	2	0	2	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0.716	0.622	0.164	0.407	73
hr	stud	review_patio+lawn+garden_14_5.hr.conllu	2	2	1	0	0	1	1	0	1	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0.705	0.625	0.148	0.369	88
hr	stud	review_patio+lawn+garden_15_5.hr.conllu	3	2	0	2	0	1	0	1	0	0	0	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0.862	0.723	0.185	0.618	65
hr	stud	review_patio+lawn+garden_161_2.hr.conllu	3	2	1	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.805	0.72	0.159	0.385	82
hr	stud	review_patio+lawn+garden_181_2.hr.conllu	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0.875	0.771	0.271	0.607	48
hr	stud	review_patio+lawn+garden_19_5.hr.conllu	2	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0.867	0.733	0.217	0.58	60
hr	stud	review_patio+lawn+garden_1_4.hr.conllu	1	2	0	0	0	0	1	3	1	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0.808	0.717	0.121	0.479	99
hr	stud	review_patio+lawn+garden_247_1.hr.conllu	3	0	0	0	0	1	3	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0.761	0.591	0.125	0.449	88
hr	stud	review_patio+lawn+garden_334_1.hr.conllu	1	2	2	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0.877	0.741	0.173	0.458	81
hr	stud	review_patio+lawn+garden_387_1.hr.conllu	2	1	0	1	0	1	1	0	2	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0.776	0.663	0.143	0.482	99
hr	stud	review_patio+lawn+garden_392_1.hr.conllu	3	2	0	2	0	0	2	1	0	2	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0.768	0.674	0.149	0.411	94
hr	stud	review_patio+lawn+garden_6_5.hr.conllu	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0.81	0.714	0.222	0.507	63
hr	stud	review_pet_supplies_131_2.hr.conllu	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0.736	0.632	0.161	0.448	87
hr	stud	review_pet_supplies_132_2.hr.conllu	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0.76	0.653	0.164	0.529	73
hr	stud	review_pet_supplies_143_1.hr.conllu	4	0	1	0	0	0	0	3	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0.697	0.578	0.12	0.355	108
hr	stud	review_pet_supplies_15_1.hr.conllu	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0.742	0.663	0.149	0.368	87
hr	stud	review_pet_supplies_23_4.hr.conllu	1	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0.865	0.827	0.235	0.6	51
hr	stud	review_pet_supplies_27_1.hr.conllu	1	0	0	0	2	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0.766	0.67	0.14	0.405	93
hr	stud	review_pet_supplies_36_5.hr.conllu	1	1	0	0	3	0	1	3	0	2	0	1	0	0	0	1	2	0	1	0	0	0	0	0	3	0.733	0.634	0.14	0.364	100
hr	stud	review_pet_supplies_38_5.hr.conllu	2	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0.814	0.695	0.186	0.444	59
hr	stud	review_pet_supplies_46_4.hr.conllu	2	1	0	0	0	1	0	0	0	2	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0.794	0.706	0.164	0.43	67
hr	stud	review_pet_supplies_48_5.hr.conllu	3	4	0	1	0	1	0	0	1	3	0	2	0	0	0	0	1	0	0	1	4	0	0	0	0	0.762	0.644	0.121	0.344	99
hr	stud	review_pet_supplies_64_5.hr.conllu	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.854	0.792	0.25	0.625	48
hr	stud	review_pet_supplies_91_1.hr.conllu	4	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0.909	0.836	0.218	0.5	55
hr	stud	review_pet_supplies_98_2.hr.conllu	3	1	2	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0.779	0.623	0.182	0.442	77
hr	stud	review_pet_supplies_9_5.hr.conllu	0	1	2	0	2	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0.815	0.685	0.185	0.397	54
hr	stud	review_sports+outdoors_133_1.hr.conllu	0	4	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0.814	0.729	0.171	0.512	70
hr	stud	review_sports+outdoors_137_1.hr.conllu	2	0	2	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.628	0.487	0.154	0.379	78
hr	stud	review_sports+outdoors_146_2.hr.conllu	1	2	1	2	0	0	1	0	0	2	0	0	2	0	1	0	0	0	0	0	0	2	0	2	0	0.727	0.623	0.143	0.378	77
hr	stud	review_sports+outdoors_181_1.hr.conllu	1	0	0	0	0	1	0	3	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0.83	0.66	0.226	0.54	53
hr	stud	review_sports+outdoors_209_1.hr.conllu	2	2	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0.84	0.8	0.26	0.579	50
hr	stud	review_sports+outdoors_22_5.hr.conllu	2	0	0	0	0	1	1	0	0	1	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0.79	0.741	0.163	0.375	80
hr	stud	review_sports+outdoors_29_4.hr.conllu	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0.747	0.653	0.169	0.422	71
hr	stud	review_sports+outdoors_2_5.hr.conllu	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0.662	0.62	0.183	0.443	71
hr	stud	review_sports+outdoors_36_5.hr.conllu	3	2	0	4	0	0	1	1	0	2	0	1	0	0	0	0	1	0	0	2	2	0	0	1	0	0.813	0.747	0.154	0.454	91
hr	stud	review_sports+outdoors_3_4.hr.conllu	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.733	0.65	0.233	0.459	60
hr	stud	review_sports+outdoors_40_1.hr.conllu	2	0	1	3	2	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0.8	0.744	0.156	0.44	90
hr	stud	review_sports+outdoors_43_2.hr.conllu	1	3	0	2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.767	0.685	0.153	0.382	72
hr	stud	review_sports+outdoors_5_4.hr.conllu	2	1	1	0	0	1	3	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.679	0.232	0.485	56
hr	stud	review_sports+outdoors_6_5.hr.conllu	1	2	0	1	0	1	0	0	0	0	0	3	0	0	0	1	1	0	0	0	1	0	0	0	0	0.743	0.661	0.119	0.382	109
hr	stud	review_toys-and-games_15_5.hr.conllu	0	1	1	0	0	2	0	2	0	0	0	0	0	1	0	2	0	1	1	1	0	0	0	0	0	0.724	0.581	0.133	0.338	105
hr	stud	review_toys-and-games_166_1.hr.conllu	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.729	0.629	0.174	0.448	69
hr	stud	review_toys-and-games_187_1.hr.conllu	0	2	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0.792	0.714	0.187	0.426	75
hr	stud	review_toys-and-games_21_5.hr.conllu	2	1	0	0	1	0	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0.818	0.74	0.143	0.452	77
hr	stud	review_toys-and-games_23_5.hr.conllu	1	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.86	0.789	0.193	0.432	57
hr	stud	review_toys-and-games_24_5.hr.conllu	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0.896	0.833	0.25	0.618	48
hr	stud	review_toys-and-games_254_2.hr.conllu	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0.783	0.761	0.261	0.439	46
hr	stud	review_toys-and-games_331_1.hr.conllu	0	0	0	1	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0.776	0.697	0.171	0.452	77
hr	stud	review_toys-and-games_3_5.hr.conllu	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0.8	0.733	0.173	0.457	75
hr	stud	review_toys-and-games_531_2.hr.conllu	1	0	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0.81	0.672	0.19	0.473	58
hr	stud	review_toys-and-games_587_1.hr.conllu	4	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	1	0	0	0	0.771	0.7	0.203	0.407	69
hr	stud	review_toys-and-games_5_4.hr.conllu	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.638	0.586	0.211	0.441	57
hr	stud	review_toys-and-games_615_2.hr.conllu	1	1	0	0	0	0	0	3	1	0	0	1	0	0	0	1	2	1	0	0	0	1	0	0	0	0.8	0.707	0.173	0.484	75
hr	stud	review_toys-and-games_9_4.hr.conllu	0	2	1	1	0	1	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0.855	0.818	0.218	0.515	55
hr	stud	review_video-games_13_5.hr.conllu	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.847	0.736	0.181	0.5	72
hr	stud	review_video-games_16_5.hr.conllu	0	0	2	1	1	0	0	2	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0.828	0.766	0.203	0.456	64
hr	stud	review_video-games_17_5.hr.conllu	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.887	0.774	0.226	0.594	53
hr	stud	review_video-games_18_2.hr.conllu	0	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0.712	0.682	0.212	0.326	66
hr	stud	review_video-games_20_1.hr.conllu	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0.747	0.573	0.16	0.467	75
hr	stud	review_video-games_21_4.hr.conllu	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0.798	0.667	0.169	0.475	84
hr	stud	review_video-games_2_5.hr.conllu	2	1	0	0	2	0	2	0	0	0	0	2	1	0	1	0	0	0	0	1	0	1	0	0	2	0.772	0.663	0.152	0.35	92
hr	stud	review_video-games_33_5.hr.conllu	1	0	0	2	1	0	1	0	0	2	0	2	0	0	1	2	3	0	0	0	0	0	0	1	0	0.771	0.684	0.124	0.412	113
hr	stud	review_video-games_40_1.hr.conllu	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.767	0.65	0.22	0.582	59
hr	stud	review_video-games_41_1.hr.conllu	2	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0.74	0.62	0.134	0.402	97
hr	stud	review_video-games_54_1.hr.conllu	0	1	1	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0.809	0.662	0.206	0.482	68
hr	stud	review_video-games_58_1.hr.conllu	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.828	0.759	0.241	0.603	58
hr	stud	review_video-games_66_1.hr.conllu	0	1	1	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0.833	0.75	0.233	0.438	60
hr	stud	review_video-games_7_5.hr.conllu	1	0	0	0	0	3	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0.745	0.667	0.235	0.5	51
ru	mt	MÜ_review_beauty_12_4.conllu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0.727	0.673	0.218	0.308	56
