lang	prod	text	ADJ==NOUN==PUNCT	NOUN==ADP==NOUN	VERB==NOUN==PUNCT	ADP==ADJ==NOUN	NOUN==NOUN==PUNCT	ADP==NOUN==PUNCT	VERB==ADJ==NOUN	DET==NOUN==PUNCT	NOUN==PUNCT==CCONJ	ADJ==NOUN==ADP	NOUN==PUNCT==PRON	ADP==DET==NOUN	ADV==ADJ==PUNCT	PRON==VERB==PUNCT	ADJ==ADJ==NOUN	VERB==DET==NOUN	NOUN==CCONJ==NOUN	NUM==NOUN==PUNCT	VERB==ADP==NOUN	AUX==ADJ==PUNCT	NOUN==ADJ==NOUN	AUX==ADV==ADJ	PUNCT==SCONJ==PRON	ADV==VERB==PUNCT	ADJ==NOUN==NOUN	lexvar	lemvar	posvar	richposvar	sentlgth
hr	mt	OnlineB_review_movies+TV_26_5.conllu	3	1	0	1	0	1	2	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0.746	0.661	0.203	0.387	59
hr	mt	OnlineB_review_movies+TV_274_2.conllu	3	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0.739	0.658	0.13	0.324	108
hr	mt	OnlineB_review_movies+TV_304_1.conllu	1	1	0	0	0	1	0	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0.819	0.722	0.167	0.523	72
hr	mt	OnlineB_review_movies+TV_439_1.conllu	1	2	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	0	1	0	2	0	0	0	0.859	0.761	0.2	0.471	70
hr	mt	OnlineB_review_movies+TV_500_1.conllu	0	1	0	2	0	2	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0.812	0.718	0.176	0.51	85
hr	mt	OnlineB_review_musical-instruments_12_4.conllu	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0.66	0.58	0.22	0.29	50
hr	mt	OnlineB_review_musical-instruments_17_4.conllu	0	1	0	0	1	0	0	1	1	2	0	1	0	0	0	1	0	0	1	2	0	0	0	2	0	0.763	0.684	0.171	0.444	76
hr	mt	OnlineB_review_musical-instruments_18_5.conllu	0	1	1	2	0	1	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0.757	0.703	0.2	0.5	65
hr	mt	OnlineB_review_musical-instruments_1_5.conllu	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0.78	0.24	0.576	50
hr	mt	OnlineB_review_musical-instruments_24_5.conllu	6	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.817	0.761	0.2	0.483	70
hr	mt	OnlineB_review_musical-instruments_25_5.conllu	2	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	3	0	2	2	0	0	0	0	0.782	0.683	0.149	0.417	101
hr	mt	OnlineB_review_musical-instruments_287_2.conllu	0	1	1	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.759	0.707	0.19	0.432	58
hr	mt	OnlineB_review_musical-instruments_3_5.conllu	1	2	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0.9	0.857	0.157	0.469	70
hr	mt	OnlineB_review_musical-instruments_409_1.conllu	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0.756	0.616	0.151	0.4	86
hr	mt	OnlineB_review_musical-instruments_414_1.conllu	2	0	0	1	0	0	1	2	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0.771	0.729	0.203	0.464	69
hr	mt	OnlineB_review_musical-instruments_483_2.conllu	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.865	0.808	0.192	0.343	52
hr	mt	OnlineB_review_musical-instruments_51_2.conllu	3	2	0	3	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0.79	0.679	0.173	0.459	82
hr	mt	OnlineB_review_musical-instruments_53_1.conllu	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0.74	0.26	0.581	50
hr	mt	OnlineB_review_musical-instruments_547_2.conllu	1	4	0	0	0	3	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	2	0	0	0	0.713	0.632	0.138	0.366	87
hr	mt	OnlineB_review_patio+lawn+garden_10_4.conllu	2	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0.778	0.685	0.226	0.476	53
hr	mt	OnlineB_review_patio+lawn+garden_11_4.conllu	2	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0.803	0.742	0.227	0.488	66
hr	mt	OnlineB_review_patio+lawn+garden_147_2.conllu	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0.784	0.689	0.178	0.402	73
hr	mt	OnlineB_review_patio+lawn+garden_14_5.conllu	0	1	1	0	0	2	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0.775	0.704	0.169	0.411	71
hr	mt	OnlineB_review_patio+lawn+garden_15_5.conllu	3	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0.8	0.714	0.186	0.537	70
hr	mt	OnlineB_review_patio+lawn+garden_161_2.conllu	2	2	0	1	1	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.785	0.722	0.177	0.423	79
hr	mt	OnlineB_review_patio+lawn+garden_181_2.conllu	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0.854	0.792	0.271	0.579	48
hr	mt	OnlineB_review_patio+lawn+garden_19_5.conllu	1	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.86	0.78	0.26	0.607	50
hr	mt	OnlineB_review_patio+lawn+garden_1_4.conllu	1	2	1	0	1	1	1	2	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0.793	0.717	0.13	0.398	92
hr	mt	OnlineB_review_patio+lawn+garden_247_1.conllu	1	1	0	1	0	2	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0.807	0.627	0.133	0.49	83
hr	mt	OnlineB_review_patio+lawn+garden_334_1.conllu	1	2	2	0	1	1	0	2	1	1	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0.815	0.741	0.173	0.439	81
hr	mt	OnlineB_review_patio+lawn+garden_387_1.conllu	2	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0.835	0.703	0.165	0.455	91
hr	mt	OnlineB_review_patio+lawn+garden_392_1.conllu	3	4	0	1	0	0	1	1	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0.792	0.719	0.146	0.385	96
hr	mt	OnlineB_review_patio+lawn+garden_6_5.conllu	1	1	1	1	0	0	0	1	1	1	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0.836	0.746	0.209	0.525	67
hr	mt	OnlineB_review_pet_supplies_131_2.conllu	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0.774	0.69	0.169	0.5	83
hr	mt	OnlineB_review_pet_supplies_132_2.conllu	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0.736	0.667	0.171	0.47	70
hr	mt	OnlineB_review_pet_supplies_143_1.conllu	3	0	1	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0.688	0.541	0.128	0.333	109
hr	mt	OnlineB_review_pet_supplies_15_1.conllu	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0.775	0.674	0.172	0.391	87
hr	mt	OnlineB_review_pet_supplies_23_4.conllu	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938	0.896	0.292	0.643	48
hr	mt	OnlineB_review_pet_supplies_27_1.conllu	2	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	1	0.745	0.608	0.129	0.395	101
hr	mt	OnlineB_review_pet_supplies_36_5.conllu	2	3	0	1	3	0	1	4	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0.721	0.64	0.151	0.405	86
hr	mt	OnlineB_review_pet_supplies_38_5.conllu	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0.817	0.733	0.2	0.5	60
hr	mt	OnlineB_review_pet_supplies_46_4.conllu	2	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0.81	0.741	0.193	0.435	57
hr	mt	OnlineB_review_pet_supplies_48_5.conllu	3	3	0	2	0	0	0	0	0	1	0	2	0	1	0	0	1	0	1	1	2	0	0	0	0	0.772	0.674	0.144	0.394	90
hr	mt	OnlineB_review_pet_supplies_64_5.conllu	2	2	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.894	0.83	0.234	0.636	47
hr	mt	OnlineB_review_pet_supplies_91_1.conllu	4	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0.902	0.824	0.255	0.574	51
hr	mt	OnlineB_review_pet_supplies_98_2.conllu	1	3	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0.774	0.661	0.21	0.473	62
hr	mt	OnlineB_review_pet_supplies_9_5.conllu	1	2	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0.815	0.685	0.204	0.456	54
hr	mt	OnlineB_review_sports+outdoors_133_1.conllu	1	2	0	2	0	2	2	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0.836	0.77	0.197	0.592	61
hr	mt	OnlineB_review_sports+outdoors_137_1.conllu	2	0	2	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.733	0.6	0.176	0.424	74
hr	mt	OnlineB_review_sports+outdoors_146_2.conllu	3	2	1	2	0	0	3	0	0	3	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0.732	0.662	0.139	0.398	79
hr	mt	OnlineB_review_sports+outdoors_181_1.conllu	1	1	0	0	2	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0.764	0.655	0.218	0.544	55
hr	mt	OnlineB_review_sports+outdoors_209_1.conllu	2	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0.865	0.788	0.25	0.593	52
hr	mt	OnlineB_review_sports+outdoors_22_5.conllu	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0.8	0.75	0.188	0.394	80
hr	mt	OnlineB_review_sports+outdoors_29_4.conllu	1	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0.79	0.704	0.148	0.431	81
hr	mt	OnlineB_review_sports+outdoors_2_5.conllu	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0.645	0.597	0.21	0.392	62
hr	mt	OnlineB_review_sports+outdoors_36_5.conllu	1	4	0	2	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	1	1	0	0	2	0	0.814	0.733	0.163	0.423	86
hr	mt	OnlineB_review_sports+outdoors_3_4.conllu	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.755	0.679	0.226	0.484	53
hr	mt	OnlineB_review_sports+outdoors_40_1.conllu	3	0	0	2	1	1	1	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0.807	0.716	0.136	0.425	88
hr	mt	OnlineB_review_sports+outdoors_43_2.conllu	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.797	0.712	0.19	0.465	58
hr	mt	OnlineB_review_sports+outdoors_5_4.conllu	2	1	1	1	0	2	2	1	1	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0.778	0.759	0.241	0.508	54
hr	mt	OnlineB_review_sports+outdoors_6_5.conllu	3	2	0	4	0	1	1	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0.716	0.684	0.126	0.393	95
hr	mt	OnlineB_review_toys-and-games_15_5.conllu	1	0	3	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	2	1	0	0	0	0	0.736	0.637	0.154	0.36	91
hr	mt	OnlineB_review_toys-and-games_166_1.conllu	2	1	0	0	0	1	0	0	2	1	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	0.756	0.654	0.156	0.454	77
hr	mt	OnlineB_review_toys-and-games_187_1.conllu	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	2	0.827	0.707	0.189	0.457	75
hr	mt	OnlineB_review_toys-and-games_21_5.conllu	2	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0.812	0.75	0.163	0.455	80
hr	mt	OnlineB_review_toys-and-games_23_5.conllu	2	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.82	0.82	0.24	0.47	50
hr	mt	OnlineB_review_toys-and-games_24_5.conllu	1	1	0	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.894	0.83	0.255	0.63	47
hr	mt	OnlineB_review_toys-and-games_254_2.conllu	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	2	1	0	0	1	0	2	0	0	0	0.76	0.74	0.22	0.413	50
hr	mt	OnlineB_review_toys-and-games_331_1.conllu	0	2	1	2	1	0	0	2	2	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0.778	0.722	0.167	0.494	72
hr	mt	OnlineB_review_toys-and-games_3_5.conllu	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0.776	0.711	0.171	0.427	76
hr	mt	OnlineB_review_toys-and-games_531_2.conllu	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0.774	0.66	0.226	0.5	53
hr	mt	OnlineB_review_toys-and-games_587_1.conllu	4	1	1	0	0	0	0	1	0	0	0	0	0	0	3	1	2	1	0	0	0	1	0	0	0	0.8	0.693	0.187	0.417	75
hr	mt	OnlineB_review_toys-and-games_5_4.conllu	0	1	0	1	0	1	0	3	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0.689	0.525	0.18	0.452	61
hr	mt	OnlineB_review_toys-and-games_615_2.conllu	0	1	0	0	0	1	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0.815	0.708	0.2	0.425	65
hr	mt	OnlineB_review_toys-and-games_9_4.conllu	2	0	1	2	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0.857	0.821	0.214	0.537	56
hr	mt	OnlineB_review_video-games_13_5.conllu	2	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0.802	0.716	0.173	0.5	81
hr	mt	OnlineB_review_video-games_16_5.conllu	0	0	1	0	0	0	0	2	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0.855	0.774	0.21	0.542	62
hr	mt	OnlineB_review_video-games_17_5.conllu	2	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0.857	0.714	0.245	0.603	49
hr	mt	OnlineB_review_video-games_18_2.conllu	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0.759	0.741	0.241	0.347	58
hr	mt	OnlineB_review_video-games_20_1.conllu	1	1	2	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0.753	0.61	0.143	0.478	77
hr	mt	OnlineB_review_video-games_21_4.conllu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0.787	0.707	0.205	0.517	73
hr	mt	OnlineB_review_video-games_2_5.conllu	3	3	0	2	2	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0.77	0.632	0.149	0.4	87
hr	mt	OnlineB_review_video-games_33_5.conllu	1	0	0	3	1	0	0	0	0	1	0	2	0	0	1	1	3	0	0	0	0	1	0	1	0	0.804	0.692	0.132	0.465	106
hr	mt	OnlineB_review_video-games_40_1.conllu	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0.793	0.672	0.224	0.537	58
hr	mt	OnlineB_review_video-games_41_1.conllu	2	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0.712	0.625	0.127	0.408	102
hr	mt	OnlineB_review_video-games_54_1.conllu	0	1	3	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.774	0.694	0.21	0.459	62
hr	mt	OnlineB_review_video-games_58_1.conllu	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.864	0.831	0.237	0.565	59
hr	mt	OnlineB_review_video-games_66_1.conllu	1	0	0	0	0	2	1	1	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0.828	0.776	0.246	0.514	57
hr	mt	OnlineB_review_video-games_7_5.conllu	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.884	0.837	0.279	0.627	43
hr	stud	review_beauty_12_4.hr.conllu	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0.854	0.78	0.293	0.529	41
hr	stud	review_beauty_14_5.hr.conllu	2	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	0	0	0	0	0.75	0.717	0.203	0.429	59
hr	stud	review_beauty_17_5.hr.conllu	0	3	0	0	0	1	1	1	1	0	0	1	1	0	0	3	0	0	0	0	0	1	0	0	0	0.631	0.569	0.2	0.418	65
hr	stud	review_beauty_18_5.hr.conllu	1	2	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0.745	0.709	0.226	0.516	53
hr	stud	review_beauty_21_5.hr.conllu	3	0	0	2	0	0	0	1	0	1	0	2	1	0	1	0	1	0	0	0	0	1	0	0	0	0.71	0.661	0.177	0.569	62
hr	stud	review_beauty_25_5.hr.conllu	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0.857	0.816	0.265	0.426	49
hr	stud	review_beauty_53_1.hr.conllu	5	2	0	0	1	0	1	0	1	1	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0.83	0.766	0.161	0.445	93
hr	stud	review_beauty_58_1.hr.conllu	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0.708	0.677	0.188	0.48	64
hr	stud	review_beauty_62_1.hr.conllu	3	0	0	1	1	0	1	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0.745	0.691	0.236	0.507	55
hr	stud	review_beauty_6_5.hr.conllu	2	0	0	2	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0.689	0.635	0.162	0.36	74
hr	stud	review_beauty_82_1.hr.conllu	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.8	0.729	0.237	0.507	59
hr	stud	review_beauty_87_1.hr.conllu	2	0	0	2	0	0	3	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0.825	0.737	0.236	0.523	55
hr	stud	review_beauty_88_1.hr.conllu	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0.657	0.586	0.186	0.451	70
hr	stud	review_beauty_93_1.hr.conllu	3	0	0	2	0	1	2	1	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0.757	0.676	0.208	0.511	72
hr	stud	review_books_11_5.hr.conllu	0	1	0	1	0	1	0	0	0	2	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0.828	0.741	0.19	0.349	58
hr	stud	review_books_14_4.hr.conllu	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0.8	0.756	0.267	0.527	45
hr	stud	review_books_16_1.hr.conllu	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.767	0.65	0.22	0.419	59
hr	stud	review_books_172_1.hr.conllu	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	2	0.815	0.723	0.215	0.519	65
hr	stud	review_books_18_4.hr.conllu	2	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0.776	0.659	0.167	0.431	84
hr	stud	review_books_19_4.hr.conllu	1	0	0	4	0	1	0	1	1	0	0	0	0	0	1	1	1	2	1	0	1	0	0	0	2	0.785	0.654	0.131	0.438	107
hr	stud	review_books_1_4.hr.conllu	1	1	0	0	0	2	0	2	0	1	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0.909	0.873	0.236	0.469	55
hr	stud	review_books_233_1.hr.conllu	1	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0.821	0.701	0.179	0.481	67
hr	stud	review_books_268_2.hr.conllu	2	2	0	1	2	1	0	1	3	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0.817	0.688	0.129	0.468	93
hr	stud	review_books_302_2.hr.conllu	3	1	1	1	1	0	2	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0.812	0.738	0.15	0.4	80
hr	stud	review_books_311_1.hr.conllu	3	2	0	1	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0.802	0.728	0.173	0.423	81
hr	stud	review_books_5_5.hr.conllu	3	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0.857	0.698	0.194	0.583	62
hr	stud	review_books_77_2.hr.conllu	2	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	1	0.7	0.613	0.163	0.398	80
hr	stud	review_books_8_4.hr.conllu	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0.754	0.623	0.203	0.409	69
hr	stud	review_cd+vinyl_107_2.hr.conllu	1	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0.823	0.742	0.226	0.583	62
hr	stud	review_cd+vinyl_110_1.hr.conllu	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.817	0.732	0.225	0.453	71
hr	stud	review_cd+vinyl_113_2.hr.conllu	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.789	0.719	0.193	0.352	57
hr	stud	review_cd+vinyl_12_5.hr.conllu	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0.94	0.84	0.22	0.614	50
hr	stud	review_cd+vinyl_152_2.hr.conllu	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0.825	0.702	0.246	0.421	57
hr	stud	review_cd+vinyl_156_2.hr.conllu	2	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0.852	0.759	0.259	0.457	54
hr	stud	review_cd+vinyl_159_2.hr.conllu	3	1	2	0	0	0	1	2	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0.828	0.785	0.14	0.404	93
hr	stud	review_cd+vinyl_164_1.hr.conllu	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0.862	0.724	0.207	0.527	58
hr	stud	review_cd+vinyl_16_5.hr.conllu	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	1	0	0	0	0.674	0.618	0.159	0.352	88
hr	stud	review_cd+vinyl_17_5.hr.conllu	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	1	0.857	0.796	0.265	0.607	49
hr	stud	review_cd+vinyl_23_5.hr.conllu	1	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0.734	0.658	0.177	0.394	79
hr	stud	review_cd+vinyl_25_5.hr.conllu	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0.759	0.655	0.207	0.465	58
hr	stud	review_cd+vinyl_7_5.hr.conllu	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.727	0.673	0.236	0.485	55
hr	stud	review_cd+vinyl_8_5.hr.conllu	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.761	0.687	0.179	0.384	67
hr	stud	review_cell-phones+accessories_102_1.hr.conllu	2	1	0	0	0	2	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0.646	0.596	0.143	0.328	98
hr	stud	review_cell-phones+accessories_105_2.hr.conllu	1	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.783	0.771	0.173	0.469	90
hr	stud	review_cell-phones+accessories_117_1.hr.conllu	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0.75	0.683	0.203	0.392	60
hr	stud	review_cell-phones+accessories_127_1.hr.conllu	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.685	0.574	0.204	0.415	54
hr	stud	review_cell-phones+accessories_12_5.hr.conllu	0	2	1	1	1	2	0	1	0	2	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0.747	0.653	0.16	0.477	75
hr	stud	review_cell-phones+accessories_132_1.hr.conllu	1	1	0	0	0	1	2	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0.818	0.636	0.218	0.449	55
hr	stud	review_cell-phones+accessories_13_5.hr.conllu	1	0	0	0	1	1	1	2	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0.778	0.685	0.259	0.507	54
hr	stud	review_cell-phones+accessories_25_4.hr.conllu	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.736	0.736	0.226	0.476	53
hr	stud	review_cell-phones+accessories_28_4.hr.conllu	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0.741	0.667	0.16	0.386	81
hr	stud	review_cell-phones+accessories_40_4.hr.conllu	1	2	0	0	0	1	1	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0.859	0.797	0.177	0.466	62
hr	stud	review_cell-phones+accessories_47_1.hr.conllu	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0.766	0.672	0.194	0.474	62
